batsmen,dismissed,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,team,match_name,innings,scorecard_id
Tahmeed Rahman,b Thyagarajan,7,16,0,1,0,43.75,Hyderabad (India),1st-final,2nd,1383838
Khrievitso Kense,not out,0,9,0,0,0,0.0,Hyderabad (India),1st-final,2nd,1383838
Karan Tewatiya,c Agarwal b Thyagarajan,0,1,0,0,0,0.0,Hyderabad (India),1st-final,2nd,1383838
Shubham Khajuria,c Mohit Mittan b Singh,15,28,0,2,0,53.57,Jammu & Kashmir,1st-Elite,1st,1383799
Qamran Iqbal,c Mohit Mittan b Singh,6,10,0,0,0,60.0,Jammu & Kashmir,1st-Elite,1st,1383799
Vivrant Sharma,c Mohit Mittan b Rohit,5,11,0,0,0,45.45,Jammu & Kashmir,1st-Elite,1st,1383799
Abdul Samad,c Arun Karthik b Udeshi,10,8,0,0,1,125.0,Jammu & Kashmir,1st-Elite,1st,1383799
Shubham Pundir,c Dogra b Rohit,21,32,0,1,1,65.62,Jammu & Kashmir,1st-Elite,1st,1383799
Sahil Lotra,c Santosh Ratnaparkhe b Singh,0,1,0,0,0,0.0,Jammu & Kashmir,1st-Elite,1st,1383799
Fazil Rashid,c Dogra b Udeshi,27,40,0,4,0,67.5,Jammu & Kashmir,1st-Elite,1st,1383799
Abid Mushtaq,b Singh,2,5,0,0,0,40.0,Jammu & Kashmir,1st-Elite,1st,1383799
Vanshaj Sharma,b Udeshi,8,18,0,2,0,44.44,Jammu & Kashmir,1st-Elite,1st,1383799
Umar Nazir Mir,not out,6,17,0,0,0,35.29,Jammu & Kashmir,1st-Elite,1st,1383799
Umran Malik,b Singh,0,2,0,0,0,0.0,Jammu & Kashmir,1st-Elite,1st,1383799
Paras Ratnaparkhe,lbw b Sharma,10,39,0,0,0,25.64,Puducherry,1st-Elite,1st,1383799
Jayasundaram Karthikeyan,st Fazil Rashid b Sharma,0,2,0,0,0,0.0,Puducherry,1st-Elite,1st,1383799
Sagar Udeshi,c Khajuria b Sharma,5,8,0,1,0,62.5,Puducherry,1st-Elite,1st,1383799
Paras Dogra,lbw b Abid Mushtaq,58,107,0,3,0,54.2,Puducherry,1st-Elite,1st,1383799
Akash Kargave,c Fazil Rashid b Abid Mushtaq,19,44,0,0,0,43.18,Puducherry,1st-Elite,1st,1383799
Arun Karthik,b Sharma,50,50,0,5,0,100.0,Puducherry,1st-Elite,1st,1383799
Sidak Singh,c Sahil Lotra b Abid Mushtaq,3,9,0,0,0,33.33,Puducherry,1st-Elite,1st,1383799
Mohit Mittan,c Vivrant Sharma b Sharma,18,33,0,2,0,54.54,Puducherry,1st-Elite,1st,1383799
Damodaran Rohit,c Abdul Samad b Abid Mushtaq,2,12,0,0,0,16.66,Puducherry,1st-Elite,1st,1383799
Krishna Pandey,c & b Abid Mushtaq,7,25,0,0,0,28.0,Puducherry,1st-Elite,1st,1383799
Gaurav Yadav,not out,0,2,0,0,0,0.0,Puducherry,1st-Elite,1st,1383799
Umran Malik,c Arun Karthik b Udeshi,0,1,0,0,0,0.0,Jammu & Kashmir,1st-Elite,2nd,1383799
Shubham Khajuria,lbw b Rohit,25,95,0,2,0,26.31,Jammu & Kashmir,1st-Elite,2nd,1383799
Qamran Iqbal,c Santosh Ratnaparkhe b Udeshi,5,10,0,0,0,50.0,Jammu & Kashmir,1st-Elite,2nd,1383799
Vivrant Sharma,lbw b Rohit,5,24,0,0,0,20.83,Jammu & Kashmir,1st-Elite,2nd,1383799
Abdul Samad,c Karthikeyan b Rohit,11,35,0,0,0,31.42,Jammu & Kashmir,1st-Elite,2nd,1383799
Shubham Pundir,lbw b Kargave,30,84,0,1,0,35.71,Jammu & Kashmir,1st-Elite,2nd,1383799
Sahil Lotra,c Mohit Mittan b Udeshi,19,40,0,1,0,47.5,Jammu & Kashmir,1st-Elite,2nd,1383799
Fazil Rashid,c sub (Vijai Raja) b Singh,36,67,0,3,0,53.73,Jammu & Kashmir,1st-Elite,2nd,1383799
Abid Mushtaq,c Arun Karthik b Rohit,11,32,0,2,0,34.37,Jammu & Kashmir,1st-Elite,2nd,1383799
Vanshaj Sharma,not out,0,11,0,0,0,0.0,Jammu & Kashmir,1st-Elite,2nd,1383799
Umar Nazir Mir,c sub b Singh,0,8,0,0,0,0.0,Jammu & Kashmir,1st-Elite,2nd,1383799
Paras Ratnaparkhe,c Abid Mushtaq b Sharma,8,21,0,0,0,38.09,Puducherry,1st-Elite,2nd,1383799
Jayasundaram Karthikeyan,c Fazil Rashid b Abid Mushtaq,1,2,0,0,0,50.0,Puducherry,1st-Elite,2nd,1383799
Paras Dogra,lbw b Abid Mushtaq,12,41,0,1,0,29.26,Puducherry,1st-Elite,2nd,1383799
Akash Kargave,lbw b Abid Mushtaq,0,3,0,0,0,0.0,Puducherry,1st-Elite,2nd,1383799
Arun Karthik,c Pundir b Sharma,0,3,0,0,0,0.0,Puducherry,1st-Elite,2nd,1383799
Mohit Mittan,b Abid Mushtaq,3,13,0,0,0,23.07,Puducherry,1st-Elite,2nd,1383799
Sidak Singh,c Qamran Iqbal b Sharma,7,61,0,0,0,11.47,Puducherry,1st-Elite,2nd,1383799
Krishna Pandey,c Vivrant Sharma b Abid Mushtaq,6,11,0,0,1,54.54,Puducherry,1st-Elite,2nd,1383799
Damodaran Rohit,st Fazil Rashid b Sharma,17,49,0,2,0,34.69,Puducherry,1st-Elite,2nd,1383799
Gaurav Yadav,c Sahil Lotra b Sharma,0,5,0,0,0,0.0,Puducherry,1st-Elite,2nd,1383799
Sagar Udeshi,not out,2,5,0,0,0,40.0,Puducherry,1st-Elite,2nd,1383799
Karnajit Yumnam,c Lovekesh Bansal b Choudhary,0,3,0,0,0,0.0,Manipur,1st-Elite,1st,1383787
Ronald Longjam,c Lovekesh Bansal b Raj Bahadur,30,57,0,4,0,52.63,Manipur,1st-Elite,1st,1383787
Al Bashid Muhammed,run out (Choudhary),0,3,0,0,0,0.0,Manipur,1st-Elite,1st,1383787
Johnson Singh,c Lovekesh Bansal b Choudhary,3,15,0,0,0,20.0,Manipur,1st-Elite,1st,1383787
Langlonyamba Meitan Keishangbam,b Poonia,3,6,0,0,0,50.0,Manipur,1st-Elite,1st,1383787
Kangabam Priyojit,lbw b Choudhary,1,7,0,0,0,14.28,Manipur,1st-Elite,1st,1383787
Prafullomani Singh,lbw b Sharma,0,18,0,0,0,0.0,Manipur,1st-Elite,1st,1383787
Bikash Singh,lbw b Poonia,12,41,0,2,0,29.26,Manipur,1st-Elite,1st,1383787
L Kishan Singha,b Poonia,3,17,0,0,0,17.64,Manipur,1st-Elite,1st,1383787
Lamabam Singh,not out,4,23,0,0,0,17.39,Manipur,1st-Elite,1st,1383787
Bishworjit Konthoujam,st Lovekesh Bansal b Narang,10,17,0,2,0,58.82,Manipur,1st-Elite,1st,1383787
Shubham Rohilla,c PP Singh b Konthoujam,2,9,0,0,0,22.22,Services,1st-Elite,1st,1383787
Ravi Chauhan,c PP Singh b Konthoujam,108,194,0,14,0,55.67,Services,1st-Elite,1st,1383787
Anshul Gupta,lbw b KP Singh,1,2,0,0,0,50.0,Services,1st-Elite,1st,1383787
Nakul Sharma,c PP Singh b Bikash Singh,29,41,0,5,1,70.73,Services,1st-Elite,1st,1383787
Rajat Paliwal,c PP Singh b Bikash Singh,122,235,0,10,0,51.91,Services,1st-Elite,1st,1383787
Lovekesh Bansal,c PP Singh b Konthoujam,11,12,0,2,0,91.66,Services,1st-Elite,1st,1383787
Pulkit Narang,lbw b LA Singh,10,62,0,1,0,16.12,Services,1st-Elite,1st,1383787
Arjun Sharma,c Johnson Singh b Bikash Singh,23,55,0,3,0,41.81,Services,1st-Elite,1st,1383787
Poonam Poonia,b Kishan Singha,4,5,0,1,0,80.0,Services,1st-Elite,1st,1383787
Raj Bahadur,c Keishangbam b LA Singh,0,11,0,0,0,0.0,Services,1st-Elite,1st,1383787
Varun Choudhary,not out,8,11,0,2,0,72.72,Services,1st-Elite,1st,1383787
Karnajit Yumnam,c sub (N Tanwar) b Raj Bahadur,16,58,0,1,0,27.58,Manipur,1st-Elite,2nd,1383787
Ronald Longjam,c Ravi Chauhan b Poonia,17,33,0,2,0,51.51,Manipur,1st-Elite,2nd,1383787
Al Bashid Muhammed,lbw b Sharma,7,50,0,0,0,14.0,Manipur,1st-Elite,2nd,1383787
Johnson Singh,b Sharma,1,22,0,0,0,4.54,Manipur,1st-Elite,2nd,1383787
Langlonyamba Meitan Keishangbam,c Choudhary b Narang,0,4,0,0,0,0.0,Manipur,1st-Elite,2nd,1383787
Kangabam Priyojit,b Narang,0,4,0,0,0,0.0,Manipur,1st-Elite,2nd,1383787
Prafullomani Singh,c Lovekesh Bansal b Choudhary,8,19,0,2,0,42.1,Manipur,1st-Elite,2nd,1383787
Bikash Singh,lbw b Sharma,0,16,0,0,0,0.0,Manipur,1st-Elite,2nd,1383787
L Kishan Singha,c Lovekesh Bansal b Choudhary,8,14,0,2,0,57.14,Manipur,1st-Elite,2nd,1383787
Lamabam Singh,not out,6,17,0,1,0,35.29,Manipur,1st-Elite,2nd,1383787
Bishworjit Konthoujam,b Choudhary,1,6,0,0,0,16.66,Manipur,1st-Elite,2nd,1383787
Mayank Shandilya,b Saurabh Shekhar,20,40,0,3,0,50.0,Haryana,1st-Elite,1st,1383785
Ankit Kumar,c Virat Singh b Utkarsh Singh,109,170,0,17,0,64.11,Haryana,1st-Elite,1st,1383785
Himanshu Rana,c & b Nadeem,82,116,0,12,0,70.68,Haryana,1st-Elite,1st,1383785
Nishant Sindhu,b Roy,26,33,0,3,1,78.78,Haryana,1st-Elite,1st,1383785
Ashok Menaria,lbw b Utkarsh Singh,16,37,0,2,0,43.24,Haryana,1st-Elite,1st,1383785
Rohit Sharma,lbw b Roy,1,12,0,0,0,8.33,Haryana,1st-Elite,1st,1383785
Rahul Tewatia,c Vikash Vishal b Mishra,144,212,0,24,1,67.92,Haryana,1st-Elite,1st,1383785
Sumit Kumar,c Utkarsh Singh b Roy,86,156,0,8,1,55.12,Haryana,1st-Elite,1st,1383785
Jayant Yadav,not out,11,22,0,2,0,50.0,Haryana,1st-Elite,1st,1383785
Harshal Patel,c b Roy,2,11,0,0,0,18.18,Haryana,1st-Elite,1st,1383785
Anshul Kamboj,b Roy,0,2,0,0,0,0.0,Haryana,1st-Elite,1st,1383785
Vikash Vishal,c sub (Yuvraj Singh) b Sumit Kumar,7,16,0,1,0,43.75,Jharkhand,1st-Elite,1st,1383785
Utkarsh Singh,c Tewatia b Sumit Kumar,19,30,0,3,0,63.33,Jharkhand,1st-Elite,1st,1383785
Kumar Suraj,c Sharma b Sumit Kumar,0,12,0,0,0,0.0,Jharkhand,1st-Elite,1st,1383785
Virat Singh,c Ankit Kumar b Kamboj,16,20,0,2,0,80.0,Jharkhand,1st-Elite,1st,1383785
Kumar Kushagra,c Ankit Kumar b Yadav,29,51,0,4,1,56.86,Jharkhand,1st-Elite,1st,1383785
Saurabh Tiwary,c Tewatia b Yadav,23,45,0,4,0,51.11,Jharkhand,1st-Elite,1st,1383785
Anukul Roy,lbw b Yadav,8,14,0,1,0,57.14,Jharkhand,1st-Elite,1st,1383785
Shahbaz Nadeem,c Sindhu b Yadav,11,38,0,1,0,28.94,Jharkhand,1st-Elite,1st,1383785
Vikas Kumar,c Sindhu b Yadav,0,6,0,0,0,0.0,Jharkhand,1st-Elite,1st,1383785
Sushant Mishra,b Tewatia,0,3,0,0,0,0.0,Jharkhand,1st-Elite,1st,1383785
Saurabh Shekhar,not out,0,4,0,0,0,0.0,Jharkhand,1st-Elite,1st,1383785
Vikash Vishal,c Ankit Kumar b Kamboj,6,9,0,1,0,66.66,Haryana,1st-Elite,2nd,1383785
Utkarsh Singh,b Yadav,53,104,0,7,0,50.96,Haryana,1st-Elite,2nd,1383785
Kumar Suraj,b Tewatia,44,117,0,6,0,37.6,Haryana,1st-Elite,2nd,1383785
Kumar Kushagra,lbw b Sindhu,21,30,0,1,2,70.0,Haryana,1st-Elite,2nd,1383785
Virat Singh,b Yadav,0,7,0,0,0,0.0,Haryana,1st-Elite,2nd,1383785
Saurabh Tiwary,lbw b Yadav,3,20,0,0,0,15.0,Haryana,1st-Elite,2nd,1383785
Anukul Roy,b Yadav,21,32,0,2,1,65.62,Haryana,1st-Elite,2nd,1383785
Shahbaz Nadeem,b Sindhu,21,37,0,3,0,56.75,Haryana,1st-Elite,2nd,1383785
Sushant Mishra,c Shandilya b Yadav,4,2,0,1,0,200.0,Haryana,1st-Elite,2nd,1383785
Vikas Kumar,not out,1,7,0,0,0,14.28,Haryana,1st-Elite,2nd,1383785
Saurabh Shekhar,lbw b Sindhu,4,6,0,0,0,66.66,Haryana,1st-Elite,2nd,1383785
Ben Curran,lbw b Bess,45,76,109,7,0,59.21,Mid West Rhinos,18th-Match,1st,1402974
Bright Matsiwe,lbw b Campbell,88,166,243,10,0,53.01,Mid West Rhinos,18th-Match,1st,1402974
Takudzwanashe Kaitano,lbw b Jalat Khan,72,139,190,7,0,51.79,Mid West Rhinos,18th-Match,1st,1402974
Tarisai Musakanda,c Chataira b Campbell,15,18,21,2,0,83.33,Mid West Rhinos,18th-Match,1st,1402974
Remembrance Nyathi,lbw b Campbell,21,62,100,2,0,33.87,Mid West Rhinos,18th-Match,1st,1402974
Nyasha Mayavo,c & b Jalat Khan,4,10,12,1,0,40.0,Mid West Rhinos,18th-Match,1st,1402974
Victor Chirwa,b Campbell,4,3,15,1,0,133.33,Mid West Rhinos,18th-Match,1st,1402974
Neville Madziva,run out (Chataira/Tsiga),8,9,9,2,0,88.88,Mid West Rhinos,18th-Match,1st,1402974
Michael Chinouya,c Byrom b Chataira,7,49,63,0,0,14.28,Mid West Rhinos,18th-Match,1st,1402974
Muhammad Adil,not out,34,38,42,2,2,89.47,Mid West Rhinos,18th-Match,1st,1402974
Jabulisa Tshuma,b Jalat Khan,0,1,5,0,0,0.0,Mid West Rhinos,18th-Match,1st,1402974
Roy Kaia,c Musakanda b Chinouya,1,8,12,0,0,12.5,Southern Rocks,18th-Match,1st,1402974
Eddie Byrom,lbw b Madziva,27,34,63,4,0,79.41,Southern Rocks,18th-Match,1st,1402974
